isbn,name,author,publisher,year,language,pages,format,review,price,url,topic
9788491467625,American Gods Sombras nº 04/09,Neil gaiman,Planeta deagostini cómics,2018.0,Español,32.0,Libro físico,"Tras un extraño encuentro con su difunta mujer, Sombra Moon se marcha de Eagle Point con ganas de dejar atrás el pasado. Wednesday y él llegan a Chicago, donde visitan a una excéntrica familia que tiene alguna relación con los planes de Wednesday.",2450,https://www.buscalibre.cl/libro-american-gods-sombras-n-04-09/9788491467625/p/50035239,juvenil
9788491465768,Paper Girls nº 15,Brian k,Planeta deagostini cómics,2017.0,Español,32.0,Libro físico,"He aquí el final de una era, mientras KJ, Mac, Tiffany, y Erin deben de hacer lo impensable para escapar de nuestro pasado prehistórico. Siguen las aventuras de las repartidoras de periódicos más valientes de los años ochenta.",2980,https://www.buscalibre.cl/libro-paper-girls-n-15/9788491465768/p/49141600,juvenil
9788491465874,Paper Girls nº 11,Brian k,Planeta cómic,2017.0,Español,32.0,Libro físico,"Un ingenioso nuevo arco argumental de serie ochentera comienza.  Erin, Mac y Tiff por fin se reúnen con su amiga KJ…aunque otras amenazas les esperan…  De Brian K. Vaughan (Saga, Y, We Stand on Guard). Una mezcla de la nostalgia ochentera de película “Stand by me” con la intriga de “La Guerra de los Mundos” en esta aventura misteriosa. Serie revelación de 2016, ganadora de Premios Eisner y Harvey.",2980,https://www.buscalibre.cl/libro-paper-girls-n-11/9788491465874/p/48487030,juvenil
9788416816224,Paper Girls nº 07,Brian k,Planeta cómic,2017.0,Español,32.0,Libro físico,"Un grupo de cuatro chicas de 12 años, repartidoras de periódicos, descubren la historia más importante de todos los tiempos. Una mezcla de la nostalgia ochentera de película ?Stand by me? con la intriga de ?La Guerra de los Mundos? en esta aventura misteriosa para jóvenes adultos.*Con guión de  Brian K. Vaughan, autor con multipremiadas series como   Saga. También es guionista de series de TV como   Lost.*El dibujante es  Cliff Chiang, reconocido por su etapa con  Brian Azzarello en  Un grupo de cuatro chicas de 12 años, repartidoras de periódicos, descubren la historia más importante de todos los tiempos. Una mezcla de la nostalgia ochentera de película ?Stand by me? con la intriga de ?La Guerra de los Mundos? en esta aventura misteriosa para jóvenes adultos.*Con guión de Brian K. Vaughan, autor con multipremiadas series como Saga. También es guionista de series de TV como Lost.*El dibujante es Cliff Chiang, reconocido por su etapa con Brian Azzarello en Wonder Woman(acaparando premios y reconocimiento de crítica y público).*Formato grapa.*Serie revelación de 2016. Premio Eisner a mejor serie nueva.",2980,https://www.buscalibre.cl/libro-paper-girls-n-07/9788416816224/p/48064436,juvenil
9788416767076,Paper Girls nº 04,Brian k,Planeta,2017.0,Español,32.0,Libro físico,"Durante la mañana de Halloween de 1988, un grupo de cuatro chicas de 12 años, repartidoras de periódicos, descubren la historia más importante de todos los tiempos.Una mezcla de la nostalgia ochentera de película ?Stand by me? con la intriga de ?La Guerra de los Mundos? en esta aventura misteriosa para jóvenes adultos.*Con guión de  Brian K. Vaughan, autor con multipremiadas series como Saga. También es guionista de series de TV como Lost. El dibujante es  Cliff Chiang, reconocido por su etapa con  Brian... Leer másDurante la mañana de Halloween de 1988, un grupo de cuatro chicas de 12 años, repartidoras de periódicos, descubren la historia más importante de todos los tiempos.Una mezcla de la nostalgia ochentera de película ?Stand by me? con la intriga de ?La Guerra de los Mundos? en esta aventura misteriosa para jóvenes adultos.*Con guión de Brian K. Vaughan, autor con multipremiadas series como Saga. También es guionista de series de TV como Lost. El dibujante es Cliff Chiang, reconocido por su etapa con Brian Azzarello en Wonder Woman .*Formato grapa.*Serie revelación de 2016.",2980,https://www.buscalibre.cl/libro-paper-girls-n-04/9788416767076/p/47763090,juvenil
7804634880327,Caligrafia Vertical 6º Basico Caligrafix,Caligrafix,Caligrafix,2016.0,Castellano,100.0,Libro físico,"Todos nuestros cuadernos de caligrafía existen en tres formatos de escritura: vertical, horizontal y en cuadrícula de 5mm. En este cuaderno se refuerzan los siguientes aprendizajes del área de Lenguaje y Comunicación:Ortografía literal en verbos irregulares de uso frecuente.Acento dierético, diacrítico y en pronombres interrogativosy exclamativos.Uso de coma en frases explicativas y en presencia de conectoresque la requieren.Trabajo léxico: claves contextuales, raíces y afijos.Uso de conectores para ordenar un relato.Uso de la h.Comprensión lectora de textos narrativos y poéticos.Elementos del mundo narrado.Figuras literarias: personificación, comparación, hipérbole,aliteración y onomatopeya.Textos expositivos: emisor, propósito, destinatario.",3290,https://www.buscalibre.cl/libro-caligrafia-vertical-6-basico-caligrafix/7804634880327/p/47447382,juvenil
9788491468110,American Gods Sombras nº 08/09,Neil gaiman,Planeta deagostini cómics,2018.0,Español,24.0,Libro físico,"Tras abandonar el tren, Sombra llega a un bosque aparentemente desierto donde un pájaro gritón le dice que vaya a Kay-ro para reunirse con Chacal. Incapaz de encontrarle sentido al aviso, Sombra comienza una nueva etapa de su viaje, que lo llevará a conocer a los dioses más extraños de todos...",2450,https://www.buscalibre.cl/libro-american-gods-sombras-n-08-09/9788491468110/p/50659247,juvenil
9788491468103,American Gods Sombras nº 07,Neil gaiman,Planeta deagostini cómics,2018.0,Español,32.0,Libro físico,"En este espléndido tributo,  J. W. Rinzler, alza el telón para revelar el intenso drama y la magnífica hechicería que se esconde tras la exitosa película.En este espléndido tributo, J. W. Rinzler, alza el telón para revelar el intenso drama y la magnífica hechicería que se esconde tras la exitosa película. Tras Cómo se hizo Star Wars, el autor ha vuelto a hacer un comprensivo vistazo entre bastidores de esta obra maestra cinematográfica. Aquí tenemos información interna sobre:-La evolución del guión.-El desarrollo de nuevos personajes esenciales como Lando Calrissian, Boba Fett y el icónico Maestro Jedi Yoda.-Los desafíos del rodaje.-El montaje de un Halcón Milenario a escala real y del pantanoso planeta Dagobah en el interior de un plató especialmente construido en los Estudios Elstree.-La creación de las nuevas y mejoradas instalaciones de Industrial Light & Magic y la fundación del, ahora legendario, Rancho Skywalker.Además, evidentemente, hay entrevistas poco conocidas con los principales participantes: los actores, el director,el productor, los encargados de efectos especiales, el compositor y muchos otros.",2450,https://www.buscalibre.cl/libro-american-gods-sombras-n-07/9788491468103/p/50316535,juvenil
9788491465751,Paper Girls nº 14,Brian k,Planeta deagostini cómics,2017.0,Español,32.0,Libro físico,"He aquí el futuro. Las chicas no descansan y viven una nueva y alucinante aventura a través del tiempo.De Brian K. Vaughan (Saga, Y, We Stand on Guard). Una mezcla de la nostalgia... Leer másHe aquí el futuro. Las chicas no descansan y viven una nueva y alucinante aventura a través del tiempo.De Brian K. Vaughan (Saga, Y, We Stand on Guard). Una mezcla de la nostalgia ochentera de película ?Stand by me? con la intriga de ?La Guerra de los Mundos? en esta aventura misteriosa.Serie revelación de 2016, ganadora de Premios Eisner y Harvey.",2980,https://www.buscalibre.cl/libro-paper-girls-n-14/9788491465751/p/49035682,juvenil
9788416816286,Paper Girls nº 09,Brian k,Planeta,2017.0,Español,32.0,Libro físico,"Sigue esta serie de nostalgia ochentera de Brian K. Vaughan (Saga)El futuro colisiona con el pasado en nuestro presente y las Paper Girls deben tomar una dura decisión sobre confianza.De Brian K. Vaughan (Saga, Y, We Stand on Guard). Una mezcla de la nostalgia ochentera de película “Stand by me” con la intriga de “La Guerra de los Mundos” en esta aventura misteriosa. Serie revelación de 2016, ganadora de Premios Eisner y Harvey.",2980,https://www.buscalibre.cl/libro-paper-girls-n-09/9788416816286/p/48153526,juvenil
9789561534629,Educación Ciudadana 3° Medio,Varios autores,Santillana,,Castellano,1.0,Libro físico,Elige la mejor opción es un ejemplar de un reconocido autor y pertenece al grupo de textos recomendados y fue editado con gran dedicación y calidad para mostrar al lector un amplio y completo abordaje sobre ese tema que has buscado leer y disfrutar desde hace tiempo. En tus manos ponemos este ejemplar para que logres la placentera experiencia que tendrás al culminar la lectura. No se trata de un libro sino del libro ideal que aportará a tus conocimientos e inquietudes eso que esperaba lograr. No esperes que pase el tiempo y te pierdas la oportunidad de enriquecer tus conocimientos con este libro que ahora te acompaña.,27400,https://www.buscalibre.cl/libro-educacion-ciudadana-3-medio/9789561534629/p/52419464,juvenil
9789814891202,"Matemática Marshall Cavendish 7º Básico -Tomos 7a, 7b, 7c y 7d",Varios autores,Santillana,,Castellano,1.0,Libro físico,Elige la mejor opción es un ejemplar de un reconocido autor y pertenece al grupo de textos recomendados y fue editado con gran dedicación y calidad para mostrar al lector un amplio y completo abordaje sobre ese tema que has buscado leer y disfrutar desde hace tiempo. En tus manos ponemos este ejemplar para que logres la placentera experiencia que tendrás al culminar la lectura. No se trata de un libro sino del libro ideal que aportará a tus conocimientos e inquietudes eso que esperaba lograr. No esperes que pase el tiempo y te pierdas la oportunidad de enriquecer tus conocimientos con este libro que ahora te acompaña.,50400,https://www.buscalibre.cl/libro-matematica-marshall-cavendish-7-basico-tomos-7a-7b-7c-y-7d/9789814891202/p/52299913,juvenil
9789561532625,Pack Matemática 3 Saber Hacer,Varios autores,Santillana,,Español,,Libro físico,Pack Matemática 3 (Saber Hacer),40700,https://www.buscalibre.cl/libro-pack-matematica-3-saber-hacer/9789561532625/p/51101151,juvenil
9788416816347,Paper Girls nº 10,Brian k,Planeta cómic,2017.0,Español,32.0,Libro físico,"El segundo arco argumental de la exitosa serie concluye con las Paper Girls arriesgándolo todo para escapar del siglo XXI. Pero si sobrevivien, ¿dónde acabarán?  De Brian K. Vaughan (Saga, Y, We Stand on Guard). Una mezcla de la nostalgia ochentera de película “Stand by me” con la intriga de “La Guerra de los Mundos” en esta aventura misteriosa.  Serie revelación de 2016, ganadora de Premios Eisner y Harvey.",2980,https://www.buscalibre.cl/libro-paper-girls-n-10/9788416816347/p/48153597,juvenil
9789563601817,Las Aventuras de Sofia,Ignacio carrasco,Temas de hoy,2016.0,Español,164.0,Libro físico,"Desde que pueden recordar, Ignacio y Sofía siempre han vivido solos sin tener que preocuparse de cómo conseguir dinero para comprar comida ni tampoco han pensado por qué luego de armar grandes desastres en su casa, al día siguiente aparece limpia. Para ellos todo era normal, hasta que un día, el malvado ex novio de Sofía vuelve con un plan mucho más oscuro entre manos y es deber de su hermano protegerla de algo que ni él sabe bien qué es... Una conspiración planeada desde su infancia llevará a los hermanos a luchar por su libertad y a conseguir el derecho de saber quiénes son sus padres y por qué hasta un smartphone con complejos de superioridad quiere capturarlos con una horda de monos asesinos, que en su tiempo libre trabajan como periodistas en el peor periódico del mundo. Las aventuras de Sofía es una web serie creada por Ignacio Carrasco en el año 2011. Cuenta con más de 550.000 suscriptores y sesenta millones de visitas en su canal de Youtube. Gracias a su irreverencia, el año 2015 fue escogido como «El mejor canal de YouTube chileno» y hoy, luego de muchos meses de intenso trabajo, llega una historia que, aunque seas o no seguidor de este canal, podrás disfrutar de inicio a fin con las aventuras de estos hermanos y el estúpido y sensual mundo que los rodea.",8420,https://www.buscalibre.cl/libro-las-aventuras-de-sofia/9789563601817/p/47622432,juvenil
9789507301223,Fugitivos en el Tiempo,Dalas review,Temas de hoy,2013.0,Español,192.0,Libro físico,"¿Sabes?, estoy harto de esta clase de textos para la contratapa de un libro. ¿Crees que unos pequeños párrafos van a poder resumir todas las cosas que ocurren en este? Si te lo intento explicar, no podrás entender lo que ocurrió en unas cuantas líneas. Viajes en el tiempo, paradojas, saltos… Tal vez no lo entiendas ni aunque leas esta novela: eso dependerá de tu inteligencia.  Todavía hoy me esfuerzo por saber la verdad. Puede que tú creas que esto no es más que otra historia de ficción… Pero, después de todo, ni siquiera yo puedo afirmarlo.  Mi nombre es Dalas Azahar, más conocido como Dalas Review. Sin embargo, Uriel es el verdadero autor de esta novela. Un delincuente informático que terminó atrapado dentro del invento más grande y terrorífico de la historia… Es necesario que olvides todo lo que creías saber hasta ahora sobre los viajes en el tiempo, que son imposibles. Existe una forma mucho peor de hacer ese tipo de cosas...  Dalas Review es uno de los youtubers más creativos y polémicos de la actualidad con más de un millón de seguidores en sus dos canales.",11820,https://www.buscalibre.cl/libro-fugitivos-en-el-tiempo/9789507301223/p/47422533,juvenil
9789504951292,Sin Alas (Esfera #1),Muriel rogers,Planeta,2016.0,Español,320.0,Libro físico,"La Esfera tiene controlada a la población. Para evadirse, los ciudadanos del Nido están enganchados a un entorno virtual que les permite disfrutar de la libertad que ansían. Kala, una chica que rechaza ese modo de vida, se verá obligada a cruzar al Otro Lado para buscar a su mejor amigo, Beo, que lleva días desaparecido. Lo que encontrará allí será algo para lo que no estaba preparada.  Medias verdades, luchas feroces, escenarios donde nada es lo que parece y la posibilidad de un mundo nuevo aguardan a Kala. Su destino la acecha: si quiere salvar a Beo, antes deberá desafiar a la Esfera. La batalla acaba de empezar.",12670,https://www.buscalibre.cl/libro-sin-alas-esfera-1/9789504951292/p/47323825,juvenil
9789561528635,Sociedad 8º Basico. Todos Juntos (2016) (Santillana),Santillana,Santillana,,Castellano,,Libro físico,"Este texto pertenece a una novedad del sello SANTILLANA para el año escolar 2016. Lo hemos incorporado tempranamente para que usted, nuestro cliente, pueda adelantar sus compras del colegio. Estos libros se comenzarán a cargar en nuestros locales e internet a partir de ENERO DE 2016. Por lo tanto, solicitamos paciencia. Su pedido está en proceso. El compromiso es que -de todas maneras- los reciba antes del inicio de clases, solo que adelanemos su carga en INTERNET porque entendemos que a nadie le gusta dejar las cosas para el final. Los textos escolares 2016 los encuentras en www.antartica.cl  Sociedad 8º Basico Todos Juntos (2016) (Santillana)",40700,https://www.buscalibre.cl/libro-sociedad-8-basico-todos-juntos-2016-santillana/9789561528635/p/47216447,juvenil
9789561528666,Lengua y Literatura 8º Básico (Proyecto Todos Juntos) (Santillana),Santillana,Santillana,,,,Libro físico,"Este texto pertenece a una novedad del sello SANTILLANA para el año escolar 2016. Lo hemos incorporado tempranamente para que usted, nuestro cliente, pueda adelantar sus compras del colegio. Estos libros se comenzarán a cargar en nuestros locales e internet a partir de ENERO DE 2016. Por lo tanto, solicitamos paciencia. Su pedido está en proceso. El compromiso es que -de todas maneras- los reciba antes del inicio de clases, solo que adelanemos su carga en INTERNET porque entendemos que a nadie l",40700,https://www.buscalibre.cl/libro-lengua-y-literatura-8-basico-proyecto-todos-juntos-santillana/9789561528666/p/47216392,juvenil
9789974690936,Los Trabajos de Hércules,Martin powell,Latinbooks international,2011.0,Español,72.0,Libro físico,"Hijo de una mujer mortal y del rey de los dioses, Hércules posee una fuerza extraordinaria..  Orientada a incentivar la lectura en niños y jóvenes, la colección Novelas Gráficas tiene un formato de comics, con alta calidad en dibujos, colores e impresión, que hace mucho más divertida la lectura de historias clásicas, a las que da un toque actual, de acción y aventura.   Los siete viajes de Simbad Martin Powell Edad recomendada: A partir de 7 años ISBN: 978-9974-697-66-9 Editorial: Latinbooks Tap",5010,https://www.buscalibre.cl/libro-los-trabajos-de-hercules/9789974690936/p/4552378,juvenil
9789562585842,Liberado,l,Grijalbo,2021.0,Español,704.0,Libro físico,"Revive la sensualidad, el romance y el drama de Cincuenta sombras liberadas, la historia de amor que cautivó a millones de lectores en todo el mundo y que ahora puedes redescubrir a través de los pensamientos y sueños de Christian Grey. Anastasia Steele y Christian Grey han dado un paso más en su relación, pero el matrimonio trae consigo nuevos desafíos. Aunque su pasión continúa más viva y ardiente que nunca, el espíritu rebelde de Ana sigue despertando los miedos más profundos de Christian y pone a prueba su obsesión por el control. Cuando, además, antiguas rivalidades y resentimientos resurgen poniéndolos a ambos en peligro, un malentendido amenaza con separarlos.",16200,https://www.buscalibre.cl/libro-liberado/9789562585842/p/53316377,romántica-y-erotica
9789563608946,Las Alas de Sophie,Alice kellen,Planeta,2021.0,Español,400.0,Libro físico,"Cuando Sophie se enamoró de Simon, supo que juntos tejerían una inolvidable historia llena de vivencias y canciones, pero todo acabó una noche de enero y sus sueños se quedaron congelados en aquel invierno eterno, el más largo y frío que nunca pudo imaginar. Hasta que el hielo empieza a derretirse para que Ámsterdam se vista de primavera. Entonces, Sophie descubre que Koen estará a su lado cuando decida alzar el vuelo, que su familia y amigos son su brújula, que ganar requiere de ingenio y que el corazón sigue sus propias reglas.",14370,https://www.buscalibre.cl/libro-las-alas-de-sophie/9789563608946/p/53196309,romántica-y-erotica
9789878000428,Forastera,Diana gabaldon,Salamandra,2020.0,Español,768.0,Libro físico,"Recién acabada la Segunda Guerra Mundial, una joven pareja se reúne por fin para pasar sus vacaciones en Escocia. Una tarde, cuando pasea sola por la pradera, Claire se acerca a un círculo de piedras antiquísimas y cae de pronto en un extraño trance. Al volver en sí se encuentra con un panorama desconcertante: el mundo moderno ha desaparecido, ahora la rodea la Escocia de 1734, con sus clanes beligerantes y supersticiosos, hombres y mujeres rudos, a veces violentos, pero con una capacidad de vivir y de amar como Claire jamás había experimentado en su anterior vida. Acosada por los recuerdos, Claire tendrá que elegir entre la seguridad del futuro que dejó atrás y la apasionante incertidumbre del pasado que ahora habita. En esta primera parte de la saga de Claire Randall -que continúa con Atrapada en el tiempo, Viajera y Tambores de otoño-, Diana Gabaldon ha escrito una historia de amor diferente, en la que los encuentros fortuitos y el juego equívoco del tiempo se conjugan en un intrigante final.",12750,https://www.buscalibre.cl/libro-forastera/9789878000428/p/52972596,romántica-y-erotica
9789569963346,Tengo Miedo Torero,Pedro lemebel,Booket,2021.0,Español,,Libro físico,"Pedro Lemebel desafía todo intento catalogador. «Irónico, sarcástico, salvajemente paródico, cursi, relamido, retorcido y, además, tierno, divertido y siempre intenso, abrumadoramente lírico», este escritor dirige su mirada a un universo poco mal explorado entre nosotros: «la identidad homosexual, la alternativa travesti y sus complejidades». Una historia de amor en el Santiago del 86, el año del atentado a Pinochet. Un muchacho del Frente Patriótico Manuel Rodríguez que va a participar en la acción, vive una relación sentimental con un homosexual, que lo apoya, sin saber-sabiéndolo, en sus planes políticos. Éstos fracasan y la ligazón se frustra. El escenario es exactamente el del año en que pudo ser decisivo pero no lo fue: las protestas, los neumáticos humeando en las calles de la capital, los apagones; los boleros, rancheras y baladas de la época; Pinochet lidiando en la intimidad con sus fantasmas y sus pesadillas, y con una Lucía encaprichada con los últimos modelos de Nina Ricci; y la Loca del Frente, protagonista y testigo, personaje entrañable, puente entre los sueños y la desdicha.",6720,https://www.buscalibre.cl/libro-tengo-miedo-torero/9789569963346/p/53139681,romántica-y-erotica
9789563602593,Todos los Días son Nuestros,Catalina aguilar mastretta,Planeta,2014.0,Español,288.0,Libro físico,"Veníamos de una fiesta de disfraces, cosa ideal, dado que andábamos en el esfuerzo de parecer puras cosas que no éramos? Para empezar: felices. Después de diez años de vivir juntos, María y Emiliano se separan. ¿Qué fue lo que los alejó? ¿La monotonía? ¿La extinción del deseo? ¿Las miserias cotidianas? Perpleja, en carne viva, María habla del dolor de la ausencia, de los cambios en su rutina diaria, de su independencia recién estrenada, de las reacciones de familiares y amigos, de todo lo que todavía la mantiene unida a ese amor que ya no está a su lado. Con un estilo directo, que elude el romanticismo banal y se atreve a la ironía, Catalina Aguilar Mastretta cuenta la historia del duelo tras una ruptura amorosa y de la capacidad humana de resurgir de las cenizas. Todos los días son nuestros es el debut sorprendente de una joven autora que parece haber nacido escribiendo.",5080,https://www.buscalibre.cl/libro-todos-los-dias-son-nuestros/9789563602593/p/48187918,romántica-y-erotica
9789563841466,Decadentes,Javiera paz,Alfaguara juvenil,2019.0,Español,408.0,Libro físico,"La esperada continuación de Caín, una historia de amor y misterio que no dejará a nadie indiferente Con la intención de comenzar desde cero, Kaylin y Caín se mudan a Inglaterra para compartir una vida juntos. Enfocado en el campeonato internacional de boxeo, Caín sigue ascendiendo en su carrera y junto a Kaylin fijan nuevas metas personales. Pero no todo será fácil. Las sombras de su pasado volverán para buscarlo y la pareja tendrá que atravesar una serie de obstáculos para alcanzar la anhelada felicidad. ¿Logrará triunfar el amor?",11900,https://www.buscalibre.cl/libro-decadentes/9789563841466/p/52085082,romántica-y-erotica
9789504972310,Quién Eres?,Maxwell,Planeta,2020.0,Español,464.0,Libro físico,'Martina es profesora y se resiste a tener que comunicarse con las personas a través de una pantalla; algo que se está poniendo muy de moda en la España de los noventa. Los chats atraen a todo el mundo; pero; sin duda; comienzan a ser una gran fuente de problemas.Y justo eso es lo que se encuentra Martina cuando; animada por unos amigos; acepta que entre en su casa; en su salón y en su vida su primer ordenador. Chats; amigos; risas; noches interminables de diversión... Todo se vuelve idílico cuando una persona de ese nuevo mundo; a quien ni ha visto nunca ni conoce; llama su atención; y su sola presencia a través de la pantalla la atrae cada vez más.Sin embargo; de pronto alguien la persigue y acosa; y empieza a tener miedo; sobre todo porque no tiene manera de averiguar si pertenece a la vida real o a la virtual.No te pierdas esta nueva novela de Megan Maxwell con la que; además de disfrutar de una bonita historia de amor; podrás sentir; a través de Martina; miedo; frustración y valentía.',12830,https://www.buscalibre.cl/libro-quien-eres/9789504972310/p/53116588,romántica-y-erotica
9789562585781,365 Días,Blanka lipinska,Grijalbo,2021.0,Español,384.0,Libro físico,"Massimo Toricelli es el capo de una familia de la mafia siciliana. Oscuro, peligroso y tremendamente atractivo, busca obsesionado desde hace años a una mujer que se le apareció en una visión cuando estaba a punto de morir. Laura es una joven ejecutiva polaca, dedicada al trabajo y atrapada en una relación sin pasión. Durante unas vacaciones en las que Laura viaja a Sicilia, el poderoso Massimo la reconoce y, dispuesto a hacerla suya a cualquier precio, la secuestra en su lujosa mansión y le da el plazo de 365 días para que se enamore de él. Aunque al principio Laura intenta resistirse, la atracción que existe entre ellos es innegable, y poco a poco se verán inmersos en una excitante historia marcada por la provocación, el poder y el placer.",12750,https://www.buscalibre.cl/libro-365-dias/9789562585781/p/53194310,romántica-y-erotica
9789569659775,Ex Porque Todo Tiene Que Terminar,Verano,Random house,2021.0,Español,304.0,Libro físico,"A Félix le acaba de ocurrir algo que a todos nos ha pasado: terminar una relación amorosa. Un nefasto 13 de febrero su vida se desmoronó. Pía, quien pensaba que era la mujer de su vida, se convirtió en su EX. Con el corazón roto, Félix intentará recuperarse de este quiebre, y lo hará únicamente con la ayuda de sus propias emociones que cobran vida en forma de figuras geométricas (sí, como lo lees). ¿Podrá este dramático joven superar esta aventura sentimental?",12750,https://www.buscalibre.cl/libro-ex-porque-todo-tiene-que-terminar/9789569659775/p/53112466,romántica-y-erotica
9788466346085,Blue,Danielle steel,Debolsillo,2019.0,Español,320.0,Libro físico,"Blue es una conmovedora historia sobre las segundas oportunidades y el poder del amor. La mejor novela de la reina de la narrativa femenina, con 800 millones de ejemplares vendidos en todoBlue es una conmovedora historia sobre las segundas oportunidades y el poder del amor. La mejor novela de la reina de la narrativa femenina, con 800 millones de ejemplares vendidos en todo el mundo, Danielle Steel.Ginny Carter era una periodista famosa, una mujer realizada y feliz y, por encima de todo, la madre orgullosa de un niño de tres años. Hoy es la única superviviente de un accidente que le destrozó la vida. Ginny dejó el trabajo, se alejó de sus amigos y vendió sus posesiones para viajar a los lugares más peligrosos del planeta, y ayudar a mujeres y niños víctimas silenciosas de la guerra.Durante el aniversario de aquel trágico accidente, Ginny conoce a Blue Williams, un chico de trece años que vive en la calle. La mujer trata de acercarse al chaval y, poco a poco, surge el cariño, la complicidad y la sensación de amparo que ambos han perdido. Blue le ofrece a Ginny una mezcla de ingenuidad y sabiduría y ella, respeto, hasta que un nuevo revés ensombrece sus esperanzas en el futuro.Reseñas:«Tan emocionante como emotiva.»Daily Mail«Danielle Steel es la autora más popular del mundo.»BooklistEn los blogs...«Me ha gustado mucho, me han sorprendido los dos temas principales de la novela y he disfrutado con su resolución. Una historia sencilla que esconde mucho más de lo que parece.»Blog Leer es viajar«Es una novela muy intimista que nos muestra que a pesar de la oscuridad la vida puede ser muy bella.»Blog La Petita Llibreria",5950,https://www.buscalibre.cl/libro-blue/9788466346085/p/51089514,romántica-y-erotica
9789562584760,Mas Oscuro,l,Grijalbo,2017.0,Castellano,356.0,Libro físico,"Una mirada más profunda y oscura, en el universo de Cincuenta sombras, la historia de amor que ha seducido a millones de lectores en todo el mundo. Aunque aquella ardiente y sensual relación acabó marcada por el sufrimiento y los reproches, Christian Grey no logra quitarse a Anastasia de la cabeza ni del corazón. Decidido a recuperarla y a amarla aceptando sus condiciones, intenta reprimir sus deseos más oscuros y la necesidad de tenerlo todo bajo control. Sin embargo, las pesadillas de la infancia no dejan de perseguirle y, además, el insidioso jefe de Ana, Jack Hyde, claramente la quiere para él. ¿Podrá el doctor Flynn, psicólogo y confidente de Christian, ayudarle a enfrentarse a sus propios fantasmas, o acabarán la posesiva y seductora maestra Elena y la perturbada Leila, su devota y anterior sumisa, arrastrando a Grey al pasado? Y si finalmente consigue recuperar a Ana, ¿será capaz, un hombre tan oscuro y lastimado, de retenerla a su lado? la felicidad reside en nosotros.",14450,https://www.buscalibre.cl/libro-mas-oscuro/9789562584760/p/49118617,romántica-y-erotica
9789569975257,Efectos Colaterales del Amor,Krystal sutherland,Destino,2020.0,Español,304.0,Libro físico,"Henry cree en el amor para toda la vida. Y cuando conoce a Grace, excéntrica y coja, se enamora perdidamente de ella contra todo pronóstico. Pero el pasado de ella oculta secretos que aún está intentando superar, y un nuevo amor no forma parte de sus planes futuros. Juntos, recorrerán el emocionante y complicado camino del primer amor, con consecuencias imprevistas. Dos personajes con sentimientos a flor de piel y mentes brillantes esforzándose por comprender la eterna lucha entre corazón y cabeza, entre recuerdo y esperanza.",11420,https://www.buscalibre.cl/libro-efectos-colaterales-del-amor/9789569975257/p/52955931,romántica-y-erotica
9788401024269,La Mansión 2. Tiempos De Tormenta,Anne jacobs,Plaza ,2021.0,Español,528.0,Libro físico,"Suenan campanas de boda en la mansión de los Dranitz. Franziska y Walter finalmente se han reencontrado. Podría ser el comienzo de una nueva época feliz, pero todo se ve empañado por el conflicto entre sus familias. ¿Puede cambiarse el destino o Franziska y Walter todavía están a merced de las crueles circunstancias que los separaron durante la Segunda Guerra Mundial? Nunca pudieron deshacerse de sus recuerdos y, de repente, el futuro ya no parece tan claro...",12950,https://www.buscalibre.cl/libro-la-mansion-2-tiempos-de-tormenta/9788401024269/p/53002184,romántica-y-erotica
9789562585828,365 Días más,Blanka lipinska,Grijalbo,2021.0,Español,434.0,Libro físico,"La vida aparentemente perfecta de Laura y Massimo, repleta de lujo, pasión y emociones fuertes, atraviesa su momento más oscuro. En los últimos tiempos han tenido que enfrentarse a terribles amenazas y a una pérdida devastadora. A pesar del distanciamiento que experimentan, Laura comienza a reponerse con la ayuda de su gran amiga Olga. Pero todo se complica cuando aparece en su vida el atractivo Marcelo Matos, miembro del hampa española en Canarias involucrado en su secuestro. Laura es consciente de los peligros que la acechan y deberá decidir si su amor por Massimo es lo suficientemente fuerte para superar todas las adversidades.",13500,https://www.buscalibre.cl/libro-365-dias-mas/9789562585828/p/53323253,romántica-y-erotica
9789563252866,Adulterio,Paulo coelho,Debolsillo,2014.0,Español,280.0,Libro físico,"A sus 31 años, Linda tiene todo aquello que muchos sueñan y pocos logran conseguir: una vida perfecta. Un marido que la ama, unos hijos adorables, una exitosa carrera como periodista y una hermosa casa en Ginebra, Suiza. Sin embargo, no es feliz: una gran insatisfacción la corroe y se siente culpable por no ser capaz de disfrutar lo que tiene.  Hasta que, sin previo aviso, su vida se pinta de sombras. El periódico en el que trabaja le envía a entrevistar a Jacob König, un antiguo novio del instituto que ahora es un político de cierta relevancia, y este encuentro es suficiente para que ella se sienta capaz de dar rienda suelta a sus fantasías.  Aunque recupera la pasión por la vida que creía olvidada, también se siente de pronto atenazada entre la culpa y el placer. Y sólo en el descenso al fondo del pozo de las emociones humanas podrá encontrar su redención.",5950,https://www.buscalibre.cl/libro-adulterio/9789563252866/p/47975369,romántica-y-erotica
